CELL_ID,VALUE,ANNOTATION_LABEL
447,7,Prox. tube
448,10,Endothelial
449,10,Endothelial
450,10,Endothelial
451,10,Endothelial
452,3,Stromal cells
453,3,Stromal cells
454,7,Prox. tube
455,3,Stromal cells
456,4,Duct
457,7,Prox. tube
458,4,Duct
459,3,Stromal cells
460,10,Endothelial
461,7,Prox. tube
462,1,Dist. tube
463,10,Endothelial
464,4,Duct
465,3,Stromal cells
466,3,Stromal cells
467,0,Macrophages
468,2,CD4 T cells
469,4,Duct
470,7,Prox. tube
471,9,CD8 T cells
472,8,non-specific
473,4,Duct
474,3,Stromal cells
475,4,Duct
476,7,Prox. tube
477,10,Endothelial
478,4,Duct
479,10,Endothelial
480,10,Endothelial
481,3,Stromal cells
482,3,Stromal cells
483,3,Stromal cells
484,0,Macrophages
485,9,CD8 T cells
486,7,Prox. tube
487,8,non-specific
488,4,Duct
489,3,Stromal cells
490,4,Duct
491,4,Duct
492,8,non-specific
493,8,non-specific
494,7,Prox. tube
495,4,Duct
496,2,CD4 T cells
497,4,Duct
498,10,Endothelial
499,9,CD8 T cells
500,7,Prox. tube
501,1,Dist. tube
502,4,Duct
503,1,Dist. tube
504,0,Macrophages
505,3,Stromal cells
506,0,Macrophages
507,4,Duct
508,7,Prox. tube
509,1,Dist. tube
510,10,Endothelial
511,9,CD8 T cells
512,2,CD4 T cells
513,3,Stromal cells
514,8,non-specific
515,8,non-specific
516,2,CD4 T cells
517,0,Macrophages
518,10,Endothelial
519,3,Stromal cells
520,7,Prox. tube
521,3,Stromal cells
522,7,Prox. tube
523,2,CD4 T cells
524,4,Duct
525,7,Prox. tube
526,7,Prox. tube
527,2,CD4 T cells
528,1,Dist. tube
529,7,Prox. tube
530,10,Endothelial
531,10,Endothelial
532,8,non-specific
533,7,Prox. tube
534,3,Stromal cells
535,0,Macrophages
536,7,Prox. tube
537,10,Endothelial
538,4,Duct
539,4,Duct
540,9,CD8 T cells
541,10,Endothelial
542,10,Endothelial
543,7,Prox. tube
544,4,Duct
545,4,Duct
546,7,Prox. tube
547,10,Endothelial
548,0,Macrophages
549,4,Duct
550,4,Duct
551,3,Stromal cells
552,4,Duct
553,7,Prox. tube
554,8,non-specific
555,4,Duct
556,7,Prox. tube
557,10,Endothelial
558,0,Macrophages
559,0,Macrophages
560,8,non-specific
561,2,CD4 T cells
562,10,Endothelial
563,7,Prox. tube
564,1,Dist. tube
565,4,Duct
566,10,Endothelial
567,4,Duct
568,9,CD8 T cells
569,4,Duct
570,4,Duct
571,4,Duct
572,4,Duct
573,7,Prox. tube
574,7,Prox. tube
575,7,Prox. tube
576,7,Prox. tube
577,7,Prox. tube
578,6,Podocytes
579,3,Stromal cells
580,7,Prox. tube
581,4,Duct
582,7,Prox. tube
583,8,non-specific
584,1,Dist. tube
585,9,CD8 T cells
586,7,Prox. tube
587,7,Prox. tube
588,4,Duct
589,7,Prox. tube
590,0,Macrophages
591,4,Duct
592,10,Endothelial
593,3,Stromal cells
594,8,non-specific
595,10,Endothelial
596,7,Prox. tube
597,7,Prox. tube
598,7,Prox. tube
599,0,Macrophages
600,8,non-specific
601,4,Duct
602,4,Duct
603,2,CD4 T cells
604,1,Dist. tube
605,10,Endothelial
606,1,Dist. tube
607,4,Duct
608,4,Duct
609,4,Duct
610,2,CD4 T cells
611,1,Dist. tube
612,7,Prox. tube
613,10,Endothelial
614,7,Prox. tube
615,10,Endothelial
616,4,Duct
617,7,Prox. tube
618,6,Podocytes
619,9,CD8 T cells
620,4,Duct
621,1,Dist. tube
622,7,Prox. tube
623,7,Prox. tube
624,7,Prox. tube
625,7,Prox. tube
626,7,Prox. tube
627,10,Endothelial
628,2,CD4 T cells
629,7,Prox. tube
630,10,Endothelial
631,4,Duct
632,7,Prox. tube
633,0,Macrophages
634,4,Duct
635,4,Duct
636,7,Prox. tube
637,4,Duct
638,10,Endothelial
639,2,CD4 T cells
640,10,Endothelial
641,10,Endothelial
642,7,Prox. tube
643,4,Duct
644,1,Dist. tube
645,4,Duct
646,2,CD4 T cells
647,2,CD4 T cells
648,7,Prox. tube
649,7,Prox. tube
650,4,Duct
651,7,Prox. tube
652,7,Prox. tube
653,3,Stromal cells
654,4,Duct
655,4,Duct
656,4,Duct
657,10,Endothelial
658,7,Prox. tube
659,7,Prox. tube
660,7,Prox. tube
661,7,Prox. tube
662,3,Stromal cells
663,6,Podocytes
664,9,CD8 T cells
665,7,Prox. tube
666,8,non-specific
667,10,Endothelial
668,7,Prox. tube
669,7,Prox. tube
670,0,Macrophages
671,7,Prox. tube
672,3,Stromal cells
673,2,CD4 T cells
674,3,Stromal cells
675,1,Dist. tube
676,4,Duct
677,10,Endothelial
678,7,Prox. tube
679,0,Macrophages
680,2,CD4 T cells
681,4,Duct
682,7,Prox. tube
683,7,Prox. tube
684,7,Prox. tube
685,4,Duct
686,3,Stromal cells
687,0,Macrophages
688,0,Macrophages
689,3,Stromal cells
690,10,Endothelial
691,4,Duct
692,1,Dist. tube
693,7,Prox. tube
694,7,Prox. tube
695,4,Duct
696,4,Duct
697,10,Endothelial
698,7,Prox. tube
699,7,Prox. tube
700,7,Prox. tube
701,2,CD4 T cells
702,7,Prox. tube
703,4,Duct
704,7,Prox. tube
705,4,Duct
706,2,CD4 T cells
707,7,Prox. tube
708,2,CD4 T cells
709,7,Prox. tube
710,4,Duct
711,4,Duct
712,10,Endothelial
713,4,Duct
714,7,Prox. tube
715,10,Endothelial
716,1,Dist. tube
717,8,non-specific
718,7,Prox. tube
719,7,Prox. tube
720,7,Prox. tube
721,10,Endothelial
722,3,Stromal cells
723,2,CD4 T cells
724,9,CD8 T cells
725,10,Endothelial
726,1,Dist. tube
727,10,Endothelial
728,10,Endothelial
729,3,Stromal cells
730,7,Prox. tube
731,8,non-specific
732,3,Stromal cells
733,3,Stromal cells
734,9,CD8 T cells
735,10,Endothelial
736,3,Stromal cells
737,6,Podocytes
738,7,Prox. tube
739,4,Duct
740,4,Duct
741,7,Prox. tube
742,7,Prox. tube
743,10,Endothelial
744,3,Stromal cells
745,4,Duct
746,7,Prox. tube
747,7,Prox. tube
748,4,Duct
749,4,Duct
750,10,Endothelial
751,4,Duct
752,4,Duct
753,7,Prox. tube
754,4,Duct
755,10,Endothelial
756,0,Macrophages
757,3,Stromal cells
758,7,Prox. tube
759,7,Prox. tube
760,7,Prox. tube
761,9,CD8 T cells
762,4,Duct
763,1,Dist. tube
764,3,Stromal cells
765,10,Endothelial
766,10,Endothelial
767,3,Stromal cells
768,0,Macrophages
769,2,CD4 T cells
770,4,Duct
771,4,Duct
772,10,Endothelial
773,2,CD4 T cells
774,7,Prox. tube
775,3,Stromal cells
776,3,Stromal cells
777,3,Stromal cells
778,7,Prox. tube
779,0,Macrophages
780,4,Duct
781,7,Prox. tube
782,4,Duct
783,0,Macrophages
784,4,Duct
785,10,Endothelial
786,9,CD8 T cells
787,10,Endothelial
788,10,Endothelial
789,7,Prox. tube
790,0,Macrophages
791,10,Endothelial
792,4,Duct
793,4,Duct
794,4,Duct
795,2,CD4 T cells
796,2,CD4 T cells
797,4,Duct
798,10,Endothelial
799,8,non-specific
800,4,Duct
801,0,Macrophages
802,8,non-specific
803,2,CD4 T cells
804,4,Duct
805,7,Prox. tube
806,3,Stromal cells
807,4,Duct
808,3,Stromal cells
809,3,Stromal cells
810,4,Duct
811,9,CD8 T cells
812,10,Endothelial
813,7,Prox. tube
814,7,Prox. tube
815,6,Podocytes
816,7,Prox. tube
817,3,Stromal cells
818,4,Duct
819,9,CD8 T cells
820,2,CD4 T cells
821,7,Prox. tube
822,4,Duct
823,10,Endothelial
824,8,non-specific
825,4,Duct
826,10,Endothelial
827,10,Endothelial
828,7,Prox. tube
829,10,Endothelial
830,4,Duct
831,9,CD8 T cells
832,9,CD8 T cells
833,2,CD4 T cells
834,1,Dist. tube
835,10,Endothelial
836,3,Stromal cells
837,3,Stromal cells
838,4,Duct
839,4,Duct
840,4,Duct
841,4,Duct
842,1,Dist. tube
843,3,Stromal cells
844,2,CD4 T cells
845,7,Prox. tube
846,4,Duct
847,3,Stromal cells
848,4,Duct
849,7,Prox. tube
850,8,non-specific
851,0,Macrophages
852,4,Duct
853,10,Endothelial
854,2,CD4 T cells
855,7,Prox. tube
856,4,Duct
857,0,Macrophages
858,7,Prox. tube
859,7,Prox. tube
860,6,Podocytes
861,10,Endothelial
862,4,Duct
863,4,Duct
864,4,Duct
865,10,Endothelial
866,10,Endothelial
867,0,Macrophages
868,7,Prox. tube
869,4,Duct
870,3,Stromal cells
871,7,Prox. tube
872,8,non-specific
873,4,Duct
874,9,CD8 T cells
875,10,Endothelial
876,4,Duct
877,4,Duct
878,4,Duct
879,7,Prox. tube
880,7,Prox. tube
881,8,non-specific
882,2,CD4 T cells
883,4,Duct
884,2,CD4 T cells
885,2,CD4 T cells
886,10,Endothelial
887,4,Duct
888,7,Prox. tube
889,7,Prox. tube
890,4,Duct
891,4,Duct
892,7,Prox. tube
893,8,non-specific
894,8,non-specific
895,2,CD4 T cells
896,0,Macrophages
897,7,Prox. tube
898,4,Duct
899,3,Stromal cells
900,7,Prox. tube
901,3,Stromal cells
902,7,Prox. tube
903,4,Duct
904,3,Stromal cells
905,2,CD4 T cells
906,2,CD4 T cells
907,7,Prox. tube
908,4,Duct
909,8,non-specific
910,8,non-specific
911,4,Duct
912,0,Macrophages
913,2,CD4 T cells
914,9,CD8 T cells
915,4,Duct
916,4,Duct
917,8,non-specific
918,4,Duct
919,4,Duct
920,4,Duct
921,8,non-specific
922,10,Endothelial
923,4,Duct
924,7,Prox. tube
925,8,non-specific
926,3,Stromal cells
927,9,CD8 T cells
928,7,Prox. tube
929,7,Prox. tube
930,4,Duct
931,4,Duct
932,4,Duct
933,7,Prox. tube
934,10,Endothelial
935,8,non-specific
936,10,Endothelial
937,4,Duct
938,7,Prox. tube
939,3,Stromal cells
940,4,Duct
941,4,Duct
942,3,Stromal cells
943,10,Endothelial
944,2,CD4 T cells
945,10,Endothelial
946,4,Duct
947,4,Duct
948,4,Duct
949,7,Prox. tube
950,3,Stromal cells
951,6,Podocytes
952,0,Macrophages
953,10,Endothelial
954,8,non-specific
955,9,CD8 T cells
956,10,Endothelial
957,10,Endothelial
958,4,Duct
959,10,Endothelial
960,3,Stromal cells
961,4,Duct
962,2,CD4 T cells
963,2,CD4 T cells
964,0,Macrophages
965,4,Duct
966,4,Duct
967,4,Duct
968,7,Prox. tube
969,7,Prox. tube
970,3,Stromal cells
971,7,Prox. tube
972,10,Endothelial
973,4,Duct
974,8,non-specific
975,4,Duct
976,7,Prox. tube
977,7,Prox. tube
978,4,Duct
979,8,non-specific
980,7,Prox. tube
981,10,Endothelial
982,4,Duct
983,4,Duct
984,3,Stromal cells
985,7,Prox. tube
986,7,Prox. tube
987,4,Duct
988,4,Duct
989,4,Duct
990,4,Duct
991,4,Duct
992,4,Duct
993,4,Duct
994,1,Dist. tube
995,4,Duct
996,7,Prox. tube
997,6,Podocytes
998,4,Duct
999,1,Dist. tube
1000,7,Prox. tube
1001,8,non-specific
1002,8,non-specific
1003,3,Stromal cells
1004,2,CD4 T cells
1005,9,CD8 T cells
1006,1,Dist. tube
1007,1,Dist. tube
1008,8,non-specific
1009,10,Endothelial
1010,9,CD8 T cells
1011,4,Duct
1012,7,Prox. tube
1013,10,Endothelial
1014,8,non-specific
1015,4,Duct
1016,2,CD4 T cells
1017,9,CD8 T cells
1018,9,CD8 T cells
1019,7,Prox. tube
1020,10,Endothelial
1021,7,Prox. tube
1022,7,Prox. tube
1023,4,Duct
1024,10,Endothelial
1025,4,Duct
1026,8,non-specific
1027,8,non-specific
1028,8,non-specific
1029,2,CD4 T cells
1030,7,Prox. tube
1031,4,Duct
1032,6,Podocytes
1033,3,Stromal cells
1034,8,non-specific
1035,4,Duct
1036,4,Duct
1037,7,Prox. tube
1038,7,Prox. tube
1039,7,Prox. tube
1040,0,Macrophages
1041,3,Stromal cells
1042,4,Duct
1043,8,non-specific
1044,4,Duct
1045,2,CD4 T cells
1046,2,CD4 T cells
1047,7,Prox. tube
1048,3,Stromal cells
1049,8,non-specific
1050,8,non-specific
1051,4,Duct
1052,4,Duct
1053,2,CD4 T cells
1054,10,Endothelial
1055,10,Endothelial
1056,4,Duct
1057,7,Prox. tube
1058,10,Endothelial
1059,9,CD8 T cells
1060,9,CD8 T cells
1061,3,Stromal cells
1062,7,Prox. tube
1063,8,non-specific
1064,1,Dist. tube
1065,9,CD8 T cells
1066,4,Duct
1067,2,CD4 T cells
1068,2,CD4 T cells
1069,9,CD8 T cells
1070,1,Dist. tube
1071,4,Duct
1072,3,Stromal cells
1073,4,Duct
1074,4,Duct
1075,4,Duct
1076,2,CD4 T cells
1077,4,Duct
1078,9,CD8 T cells
1079,10,Endothelial
1080,4,Duct
1081,7,Prox. tube
1082,4,Duct
1083,4,Duct
1084,10,Endothelial
1085,4,Duct
1086,4,Duct
1087,4,Duct
1088,10,Endothelial
1089,4,Duct
1090,8,non-specific
1091,1,Dist. tube
1092,4,Duct
1093,9,CD8 T cells
1094,0,Macrophages
1095,3,Stromal cells
1096,7,Prox. tube
1097,7,Prox. tube
1098,7,Prox. tube
1099,8,non-specific
1100,8,non-specific
1101,8,non-specific
1102,9,CD8 T cells
1103,10,Endothelial
1104,3,Stromal cells
1105,10,Endothelial
1106,1,Dist. tube
1107,10,Endothelial
1108,9,CD8 T cells
1109,7,Prox. tube
1110,10,Endothelial
1111,7,Prox. tube
1112,4,Duct
1113,8,non-specific
1114,10,Endothelial
1115,8,non-specific
1116,8,non-specific
1117,7,Prox. tube
1118,10,Endothelial
1119,4,Duct
1120,9,CD8 T cells
1121,9,CD8 T cells
1122,2,CD4 T cells
1123,4,Duct
1124,0,Macrophages
1125,7,Prox. tube
1126,8,non-specific
1127,10,Endothelial
1128,3,Stromal cells
1129,2,CD4 T cells
1130,10,Endothelial
1131,10,Endothelial
1132,7,Prox. tube
1133,6,Podocytes
1134,4,Duct
1135,7,Prox. tube
1136,4,Duct
1137,4,Duct
1138,2,CD4 T cells
1139,7,Prox. tube
1140,0,Macrophages
1141,4,Duct
1142,7,Prox. tube
1143,4,Duct
1144,4,Duct
1145,4,Duct
1146,4,Duct
1147,8,non-specific
1148,8,non-specific
1149,4,Duct
1150,7,Prox. tube
1151,7,Prox. tube
1152,10,Endothelial
1153,8,non-specific
1154,4,Duct
1155,9,CD8 T cells
1156,9,CD8 T cells
1157,7,Prox. tube
1158,7,Prox. tube
1159,4,Duct
1160,7,Prox. tube
1161,4,Duct
1162,4,Duct
1163,4,Duct
1164,3,Stromal cells
1165,10,Endothelial
1166,4,Duct
1167,1,Dist. tube
1168,7,Prox. tube
1169,4,Duct
1170,4,Duct
1171,4,Duct
1172,4,Duct
1173,7,Prox. tube
1174,8,non-specific
1175,7,Prox. tube
1176,4,Duct
1177,9,CD8 T cells
1178,2,CD4 T cells
1179,7,Prox. tube
1180,0,Macrophages
1181,7,Prox. tube
1182,2,CD4 T cells
1183,9,CD8 T cells
1184,2,CD4 T cells
1185,10,Endothelial
1186,4,Duct
1187,4,Duct
1188,7,Prox. tube
1189,4,Duct
1190,10,Endothelial
1191,10,Endothelial
1192,7,Prox. tube
1193,7,Prox. tube
1194,1,Dist. tube
1195,10,Endothelial
1196,7,Prox. tube
1197,0,Macrophages
1198,4,Duct
1199,0,Macrophages
1200,4,Duct
1201,0,Macrophages
1202,3,Stromal cells
1203,3,Stromal cells
1204,4,Duct
1205,2,CD4 T cells
1206,4,Duct
1207,4,Duct
1208,4,Duct
1209,4,Duct
1210,3,Stromal cells
1211,4,Duct
1212,8,non-specific
1213,7,Prox. tube
1214,8,non-specific
1215,9,CD8 T cells
1216,10,Endothelial
1217,9,CD8 T cells
1218,4,Duct
1219,3,Stromal cells
1220,9,CD8 T cells
1221,2,CD4 T cells
1222,2,CD4 T cells
1223,7,Prox. tube
1224,4,Duct
1225,4,Duct
1226,10,Endothelial
1227,4,Duct
1228,1,Dist. tube
1229,10,Endothelial
1230,7,Prox. tube
1231,4,Duct
1232,0,Macrophages
1233,3,Stromal cells
1234,8,non-specific
1235,7,Prox. tube
1236,4,Duct
1237,7,Prox. tube
1238,7,Prox. tube
1239,7,Prox. tube
1240,7,Prox. tube
1241,1,Dist. tube
1242,7,Prox. tube
1243,4,Duct
1244,9,CD8 T cells
1245,2,CD4 T cells
1246,2,CD4 T cells
1247,4,Duct
1248,4,Duct
1249,4,Duct
1250,4,Duct
1251,4,Duct
1252,8,non-specific
1253,6,Podocytes
1254,3,Stromal cells
1255,0,Macrophages
1256,0,Macrophages
1257,10,Endothelial
1258,4,Duct
1259,10,Endothelial
1260,9,CD8 T cells
1261,1,Dist. tube
1262,2,CD4 T cells
1263,2,CD4 T cells
1264,10,Endothelial
1265,7,Prox. tube
1266,10,Endothelial
1267,4,Duct
1268,4,Duct
1269,4,Duct
1270,4,Duct
1271,4,Duct
1272,0,Macrophages
1273,10,Endothelial
1274,4,Duct
1275,10,Endothelial
1276,1,Dist. tube
1277,4,Duct
1278,7,Prox. tube
1279,4,Duct
1280,7,Prox. tube
1281,4,Duct
1282,10,Endothelial
1283,7,Prox. tube
1284,7,Prox. tube
1285,9,CD8 T cells
1286,6,Podocytes
1287,7,Prox. tube
1288,7,Prox. tube
1289,7,Prox. tube
1290,7,Prox. tube
1291,10,Endothelial
1292,4,Duct
1293,10,Endothelial
1294,2,CD4 T cells
1295,10,Endothelial
1296,2,CD4 T cells
1297,10,Endothelial
1298,7,Prox. tube
1299,2,CD4 T cells
1300,9,CD8 T cells
1301,4,Duct
1302,8,non-specific
1303,7,Prox. tube
1304,7,Prox. tube
1305,4,Duct
1306,10,Endothelial
1307,4,Duct
1308,4,Duct
1309,7,Prox. tube
1310,3,Stromal cells
1311,4,Duct
1312,4,Duct
1313,4,Duct
1314,8,non-specific
1315,10,Endothelial
1316,9,CD8 T cells
1317,4,Duct
1318,8,non-specific
1319,2,CD4 T cells
1320,9,CD8 T cells
1321,1,Dist. tube
1322,7,Prox. tube
1323,4,Duct
1324,7,Prox. tube
1325,4,Duct
1326,8,non-specific
1327,10,Endothelial
1328,10,Endothelial
1329,0,Macrophages
1330,4,Duct
1331,7,Prox. tube
1332,3,Stromal cells
1333,3,Stromal cells
1334,10,Endothelial
1335,3,Stromal cells
1336,4,Duct
1337,2,CD4 T cells
1338,9,CD8 T cells
1339,2,CD4 T cells
1340,1,Dist. tube
1341,7,Prox. tube
1342,3,Stromal cells
1343,8,non-specific
1344,9,CD8 T cells
1345,3,Stromal cells
1346,4,Duct
1347,4,Duct
1348,4,Duct
1349,9,CD8 T cells
1350,2,CD4 T cells
1351,2,CD4 T cells
1352,7,Prox. tube
1353,3,Stromal cells
1354,4,Duct
